#Type: Tag;Local: en;Date: 6.6.2018
#nbTag:;1
;hash 708;;
timestamp_ns;X708;Y708;Z708;TTL;
2645914062500;1403.67;2499.95;13.4399;
2645921875000;;;;
2645984375000;1403.77;2499.99;13.4743;
2645992187500;;;;
2646054687500;1403.85;2500.05;13.5408;
2646062500000;;;;
2646125000000;1403.89;2500.02;13.2593;
2646132812500;;;;
2646195312500;1403.95;2500.03;13.1481;
2646203125000;;;;
2646265625000;1403.98;2500.05;13.1203;
2646273437500;;;;
2646335937500;1404.1;2500.1;13.2175;
2646343750000;;;;
2646406250000;1404.18;2500.14;13.2181;
2646414062500;;;;
2646476562500;1404.28;2500.11;13.1718;
2646484375000;;;;
2646546875000;1404.39;2500.08;13.2463;
2646554687500;;;;
2646617187500;1404.53;2500.06;13.3017;
2646625000000;;;;
2646687500000;1404.64;2500.06;13.3094;
2646695312500;;;;
2646757812500;1404.74;2500.03;13.134;
2646765625000;;;;
2646828125000;1404.84;2500;12.9831;
2646835937500;;;;
2646898437500;1404.9;2499.99;12.9418;
2646906250000;;;;
2646968750000;1404.96;2499.99;13.0032;
2646976562500;;;;
2647039062500;1405.04;2499.99;13.0136;
2647046875000;;;;
2647109375000;1405.12;2500;13.0752;
2647117187500;;;;
2647179687500;1405.21;2500.01;13.052;
2647187500000;;;;
2647250000000;1405.31;2500.09;13.0672;
2647257812500;;;;
2647320312500;1405.41;2500.1;13.3479;
2647328125000;;;;
2647390625000;1405.51;2500.11;13.3741;
2647398437500;;;;
2647460937500;1405.59;2500.06;13.1798;
2647468750000;;;;
2647531250000;1405.67;2500.04;13.1925;
2647539062500;;;;
2647601562500;1405.81;2500.04;13.2344;
2647609375000;;;;
2647671875000;1405.92;2500.05;13.1851;
2647679687500;;;;
2647742187500;1406.02;2500.03;13.1118;
2647750000000;;;;
2647812500000;1406.11;2500.04;13.1307;
2647820312500;;;;
2647882812500;1406.16;2500.03;13.2132;
2647890625000;;;;
2647953125000;1406.25;2500.04;13.2276;
2647960937500;;;;
2648023437500;1406.3;2500.1;13.5116;
2648031250000;;;;
2648093750000;1406.37;2500.1;13.5212;
2648101562500;;;;
2648164062500;1406.48;2500.06;13.4442;
2648171875000;;;;
2648234375000;1406.58;2500.06;13.458;
2648242187500;;;;
2648304687500;1406.64;2500.06;13.4585;
2648312500000;;;;
2648375000000;1406.79;2500.08;13.3507;
2648382812500;;;;
2648445312500;1406.92;2500.08;13.2511;1;
2648453125000;;;;
2648515625000;1407.09;2500.06;13.1308;
2648523437500;;;;
2648585937500;1407.28;2500.12;13.1984;
2648593750000;;;;
2648656250000;1407.4;2500.14;13.1835;
2648664062500;;;;
2648726562500;1407.46;2500.12;13.1269;
2648734375000;;;;
